sentiment,strictness,text,topicid
negative,65,"i'm not angry with you",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm not going to pay this until i find out what is going on",aa441534-0581-4b93-a828-e6892a764f69
negative,65,"i'm not going to stand for this",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm not paying for that",feee604a-e246-4e48-a576-a5e9dae6f24d
negative,65,"i'm not very happy right now",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm paying too much",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"i'm ready to lose my mind",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm really getting tired of this",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm really upset about this",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm sick and tired",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm sick and tired of you guys",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm sick of waiting for this",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm so confused",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"i'm still confused",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"i'm taking my money elsewhere",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm tired of this shit",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm trying to understand",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"i'm very disappointed with",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i'm very dissatisfied",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've already been through this before",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've already done all this",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've been a long time client",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've been calling every day",067bab27-0ce6-4da0-bccb-538e4d3287b9
negative,65,"i've been following up on this thing every day",067bab27-0ce6-4da0-bccb-538e4d3287b9
negative,65,"i've been through this three times already",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've been treated badly",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've been trying to email",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've been waiting to get a call back",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've called in two times",067bab27-0ce6-4da0-bccb-538e4d3287b9
negative,65,"i've had it with you guys",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've not gotten my money back",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"i've not heard anything from",8fd87920-0ae5-44d6-bacb-e00adaea2df9
negative,65,"if they file a complaint",2337180e-a3bb-470b-a4c1-9829a77b1596
negative,65,"if you're late on a payment it voids your",0dedb566-b197-455f-b2e5-fb2a53b59109
negative,65,"in the consumer protection act",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,incompetent,dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"increasing your prices",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"involve my lawyers",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"is cheaper",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"is getting really utter ridiculous",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"is it possible to just go ahead and cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
negative,65,"is there a manager that i can speak to",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"is there a supervisor there",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"it is getting worse and worse",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it is just frustrating that",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it is terrible",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it is very unfair to me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it is very upsetting",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it just doesn't make sense",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it just seemed rather confusing",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"it's a bit too much",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"it's a financial thing",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"it's beyond my believes",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it's completely ridiculous",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it's gone up",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"it's just costing too much",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"it's just extortionate",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"it's not good",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it's not right for y'all to do that",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it's really pissing me off",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it's ridiculous",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it's too much",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"it's very aggravating",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"it's very confusing",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"its been ridiculous",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"join a class action",3f58996b-4ae7-4ac9-8ed3-dadf6db52e23
negative,65,"just get me a supervisor right now",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"just getting too expensive",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"just the cost",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"keeping up payments",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"kind of confusing to me",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"kind of frustrated",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"kiss my fucking ass",ab897e4f-b43a-4365-aaea-350b4400e77d
negative,65,"last fucking cent",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"leave me the fuck alone",ab897e4f-b43a-4365-aaea-350b4400e77d
negative,65,"let me just talk to supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"let me see if we can resolve that for you",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"let me speak to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"let me talk to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"let me talk to your supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"like a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"like to speak to a manager",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"like to speak to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"little bit disappointed",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"little confused about",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"little ridiculous",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"losing me as a customer",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"make a complaint to",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"makes me confused",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"makes no sense",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"may i speak with a manager please",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"may i speak with a supervisor please",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"may i speak with your supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"may i speak with your supervisor please",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"me to your supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"mother fucking day",ab897e4f-b43a-4365-aaea-350b4400e77d
negative,65,motherfuckers,dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"my attorney",3f58996b-4ae7-4ac9-8ed3-dadf6db52e23
negative,65,"my attorney has advised",3f58996b-4ae7-4ac9-8ed3-dadf6db52e23
negative,65,"my bill has gone up",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"my bill is overdue because of these charges",aa441534-0581-4b93-a828-e6892a764f69
negative,65,"my bill not supposed to be that high so can you explain the charges",aa441534-0581-4b93-a828-e6892a764f69
negative,65,"my frustration",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"my lawyer took care of it",3f58996b-4ae7-4ac9-8ed3-dadf6db52e23
negative,65,"my lawyer will get in touch with you",3f58996b-4ae7-4ac9-8ed3-dadf6db52e23
negative,65,"my lawyer's gonna be contacting you",3f58996b-4ae7-4ac9-8ed3-dadf6db52e23
negative,65,"need to speak to the complaints department",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"need to talk to a manager",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"need to talk to your supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"never experienced anything like i did today",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"never got a call back from",8fd87920-0ae5-44d6-bacb-e00adaea2df9
negative,65,"never got back to me",067bab27-0ce6-4da0-bccb-538e4d3287b9
negative,65,"never had a response",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"never received a bill so high",aa441534-0581-4b93-a828-e6892a764f69
negative,65,"new customers are getting better",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"no and i am getting frustrated",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"no i'll just cancel it",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
negative,65,"no longer be obligated under contract",0dedb566-b197-455f-b2e5-fb2a53b59109
negative,65,"no one communicated with us",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"nobody can tell me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"nobody could help me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"nobody ever called me back",8fd87920-0ae5-44d6-bacb-e00adaea2df9
negative,65,"nobody ever told me that",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"nobody explained it to me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"nobody got back to me",067bab27-0ce6-4da0-bccb-538e4d3287b9
negative,65,"nobody's getting back to me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"not a legitimate charge",aa441534-0581-4b93-a828-e6892a764f69
negative,65,"not doing business with you anymore",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
negative,65,"not happy",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"not interested just cancel",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
negative,65,"not making it easy for me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"not making it easy on people",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"not much of a competitor if you can't",0dedb566-b197-455f-b2e5-fb2a53b59109
negative,65,"not professional",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"not the first time i called",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"offer from another company",0dedb566-b197-455f-b2e5-fb2a53b59109
negative,65,"offers for existing customers",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"offers for new customers",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"oh fuck i forgot about it",ab897e4f-b43a-4365-aaea-350b4400e77d
negative,65,"ok i want to talk to your supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,outrageous,dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"over and over and over again",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"payment wasn't received within a reasonable amount",49a22c1d-6dce-4d68-b748-d19811103275
negative,65,"piece of shit",ab897e4f-b43a-4365-aaea-350b4400e77d
negative,65,"piece of son of a bitch",ab897e4f-b43a-4365-aaea-350b4400e77d
negative,65,"pretty ridiculous",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"price isn't good enough",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"put in a complaint",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"put me on to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"put me through to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"put your manager on the phone",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"rates are very competitive",0dedb566-b197-455f-b2e5-fb2a53b59109
negative,65,"really confusing",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"really disappointed",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"really disappointing",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"really frustrated",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"really frustrating",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"really started to get frustrated",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"really upset about this",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"really upsets me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"really upsetting",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"reduce my bills",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"reduce my finances",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"report a complaint",2337180e-a3bb-470b-a4c1-9829a77b1596
negative,65,"represented by an attorney",3f58996b-4ae7-4ac9-8ed3-dadf6db52e23
negative,65,"request to speak to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"requesting to speak to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"requesting to speak with a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"ridiculously expensive",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"right away to a manager",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,rubbish,dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"rude and unprofessional",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"second time i've called",067bab27-0ce6-4da0-bccb-538e4d3287b9
negative,65,"seems like bad business to me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"seen better offers",1ba1ecfa-ce6a-478c-81fd-b7042b174507
negative,65,"send as an official complaint",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"set up a plan with a different carrier",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
negative,65,"she is annoyed and upset",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"she is asking for supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"she is asking to speak to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"she is insisting supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"she never called me back",8fd87920-0ae5-44d6-bacb-e00adaea2df9
negative,65,"she wants a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"she'd like to file a complaint",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"shut the fuck up",ab897e4f-b43a-4365-aaea-350b4400e77d
negative,65,"sick and tired of the service",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"sixth or seventh time i've called",067bab27-0ce6-4da0-bccb-538e4d3287b9
negative,65,"so confused",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"so confusing",22f117b9-72bf-4483-9fdd-592cec4b2b38
negative,65,"so it's just very disappointing",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"so ridiculous",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"so why are they charging me",aa441534-0581-4b93-a828-e6892a764f69
negative,65,"so why would it charge me",aa441534-0581-4b93-a828-e6892a764f69
negative,65,"so you are telling me i have no recourse",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"speak with your manager",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"spoke to my attorney",3f58996b-4ae7-4ac9-8ed3-dadf6db52e23
negative,65,"spoke to our lawyers already",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"spoken to the media",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"still charging me for it",aa441534-0581-4b93-a828-e6892a764f69
negative,65,"still have this charge on my account",aa441534-0581-4b93-a828-e6892a764f69
negative,65,"submit a complaint",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"such a fucking retard",ab897e4f-b43a-4365-aaea-350b4400e77d
negative,65,"supervisor or someone who can help me",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"supposed to get a call back",8fd87920-0ae5-44d6-bacb-e00adaea2df9
negative,65,"switching to your competitor",0dedb566-b197-455f-b2e5-fb2a53b59109
negative,65,"take me to court",3f58996b-4ae7-4ac9-8ed3-dadf6db52e23
negative,65,"take my business elsewhere",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"take my business some place else",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"take my business somewhere else",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"take my money elsewhere",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
negative,65,"taking my business somewhere else",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"taking my money to another carrier",a1767d9b-c903-4ca4-aadd-ce8b52efbc31
negative,65,"talk to anyone that knows what's going on",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"talk to somebody a little friendlier",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"talk to your manager",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"talk to your supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"that is a very discounted rate",0dedb566-b197-455f-b2e5-fb2a53b59109
negative,65,"that is bullshit",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that is my second complaint",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that is not fair",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that makes no sense at all",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that voids your promotional pricing",0dedb566-b197-455f-b2e5-fb2a53b59109
negative,65,"that's a bunch of crap",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that's just not acceptable",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that's kind of ridiculous",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that's not the way to run a business",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that's ridiculous",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that's the first thing i want to complain about",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that's totally unreasonable",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that's very terrible",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that's what really annoys me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"that's why i want to talk to a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"that's why she wanted a supervisor",7a637cbe-fabd-4590-a1ba-be222f1b75b6
negative,65,"thats it this is bullshit",ab897e4f-b43a-4365-aaea-350b4400e77d
negative,65,"the apology is not gonna help me",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"the customer is complaining because",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"the most ridiculous thing i've ever seen",dbf06a98-e893-46c8-884b-0176e9125e50
negative,65,"the price has gone up again",1ba1ecfa-ce6a-478c-81fd-b7042b174507
